Slab_ID,Pour_Time,Ambient_Temp,Humidity,Water_Cement_Ratio,Time_Since_Pour,Strength
SLAB_3260,2025-12-19 14:08:14.519918,30.22,71.79,0.497,1726.02,134.76
SLAB_3261,2025-12-19 16:01:09.519918,25.18,60.68,0.436,1724.14,107.41
SLAB_3262,2025-12-19 16:54:28.519918,37.97,69.42,0.439,1723.25,206.94
SLAB_3263,2025-12-19 23:00:52.519918,35.22,88.21,0.412,1717.14,194.03
SLAB_3264,2025-12-20 03:30:11.519918,33.91,90.19,0.471,1712.66,174.97
SLAB_3265,2025-12-20 06:29:56.519918,44.34,54.63,0.387,1709.66,287.32
SLAB_3266,2025-12-20 16:21:11.519918,36.42,65.42,0.475,1699.81,196.18
SLAB_3267,2025-12-20 16:30:47.519918,42.27,70.2,0.385,1699.65,258.41
SLAB_3268,2025-12-20 20:29:54.519918,27.79,92.2,0.363,1695.66,134.96
SLAB_3269,2025-12-20 22:35:45.519918,36.38,94.92,0.416,1693.56,208.72
SLAB_3270,2025-12-21 01:12:38.519918,42.36,52.95,0.396,1690.95,270.29
SLAB_3271,2025-12-21 03:09:24.519918,36.66,79.98,0.528,1689.0,197.52
SLAB_3272,2025-12-21 05:41:07.519918,39.36,60.79,0.361,1686.47,228.06
SLAB_3273,2025-12-21 07:10:20.519918,32.44,40.45,0.385,1684.99,164.84
SLAB_3274,2025-12-21 10:57:51.519918,26.85,40.51,0.46,1681.19,112.42
SLAB_3275,2025-12-21 12:29:46.519918,34.16,65.33,0.446,1679.66,174.58
SLAB_3276,2025-12-21 13:30:21.519918,32.89,66.86,0.359,1678.65,161.78
SLAB_3277,2025-12-21 13:35:00.519918,42.34,41.24,0.351,1678.58,274.11
SLAB_3278,2025-12-21 21:26:48.519918,29.88,77.78,0.548,1670.71,137.02
SLAB_3279,2025-12-21 23:37:52.519918,44.33,56.17,0.482,1668.53,284.6
SLAB_3280,2025-12-22 00:47:30.519918,44.16,70.79,0.423,1667.37,274.01
SLAB_3281,2025-12-22 02:45:01.519918,29.95,56.55,0.444,1665.41,140.99
SLAB_3282,2025-12-22 03:47:56.519918,31.96,49.19,0.403,1664.36,158.02
SLAB_3283,2025-12-22 06:32:25.519918,42.91,62.39,0.419,1661.62,272.35
SLAB_3284,2025-12-22 06:36:26.519918,44.33,52.78,0.48,1661.55,270.96
SLAB_3285,2025-12-22 08:11:10.519918,33.87,69.41,0.527,1659.97,164.79
SLAB_3286,2025-12-22 08:15:36.519918,31.42,50.94,0.387,1659.9,144.96
SLAB_3287,2025-12-22 10:37:58.519918,35.52,67.96,0.518,1657.53,179.23
SLAB_3288,2025-12-22 15:04:21.519918,38.76,48.66,0.374,1653.09,213.64
SLAB_3289,2025-12-22 16:51:59.519918,30.47,76.9,0.393,1651.29,145.08
SLAB_3290,2025-12-22 23:59:13.519918,39.73,81.47,0.357,1644.17,231.94
SLAB_3291,2025-12-23 02:14:53.519918,26.03,46.07,0.378,1641.91,110.23
SLAB_3292,2025-12-23 09:44:31.519918,25.99,65.73,0.533,1634.42,103.83
SLAB_3293,2025-12-23 10:29:28.519918,32.73,43.9,0.442,1633.67,163.15
SLAB_3294,2025-12-23 13:38:31.519918,32.07,72.9,0.366,1630.52,161.65
SLAB_3295,2025-12-23 15:49:09.519918,31.31,54.54,0.542,1628.34,139.96
SLAB_3296,2025-12-23 16:43:27.519918,34.82,69.02,0.526,1627.43,173.74
SLAB_3297,2025-12-23 18:21:49.519918,31.41,68.46,0.501,1625.8,148.65
SLAB_3298,2025-12-23 19:39:54.519918,28.85,90.84,0.537,1624.49,134.99
SLAB_3299,2025-12-23 20:43:46.519918,31.19,70.2,0.394,1623.43,146.89
SLAB_3300,2025-12-23 20:44:49.519918,44.5,72.06,0.517,1623.41,274.81
SLAB_3301,2025-12-23 21:22:54.519918,33.22,62.09,0.488,1622.78,168.48
SLAB_3302,2025-12-24 00:51:13.519918,33.89,92.2,0.524,1619.31,167.25
SLAB_3303,2025-12-24 01:00:48.519918,36.53,82.75,0.509,1619.15,183.61
SLAB_3304,2025-12-24 05:08:26.519918,44.67,55.7,0.419,1615.02,278.89
SLAB_3305,2025-12-24 05:18:17.519918,29.83,86.43,0.505,1614.85,131.03
SLAB_3306,2025-12-24 06:08:39.519918,38.63,63.78,0.402,1614.01,229.72
SLAB_3307,2025-12-24 09:45:31.519918,39.32,85.58,0.416,1610.4,225.66
SLAB_3308,2025-12-24 13:44:56.519918,37.15,85.26,0.372,1606.41,219.77
SLAB_3309,2025-12-24 16:33:34.519918,26.77,50.39,0.537,1603.6,116.54
SLAB_3310,2025-12-24 23:41:29.519918,38.54,78.56,0.408,1596.47,223.24
SLAB_3311,2025-12-25 01:20:57.519918,26.28,55.99,0.454,1594.81,107.3
SLAB_3312,2025-12-25 04:14:38.519918,36.92,56.36,0.428,1591.92,189.23
SLAB_3313,2025-12-25 05:53:04.519918,39.79,56.3,0.542,1590.27,217.01
SLAB_3314,2025-12-25 07:16:35.519918,29.22,79.91,0.417,1588.88,135.78
SLAB_3315,2025-12-25 09:04:58.519918,41.83,52.64,0.506,1587.08,245.34
SLAB_3316,2025-12-25 10:26:50.519918,25.61,40.05,0.521,1585.71,103.15
SLAB_3317,2025-12-25 11:56:33.519918,41.88,79.34,0.437,1584.22,268.67
SLAB_3318,2025-12-25 12:17:10.519918,34.21,49.42,0.426,1583.87,171.65
SLAB_3319,2025-12-25 12:58:04.519918,29.35,45.75,0.5,1583.19,131.1
SLAB_3320,2025-12-25 14:26:58.519918,27.68,53.06,0.533,1581.71,121.72
SLAB_3321,2025-12-25 16:01:05.519918,44.07,60.89,0.501,1580.14,263.66
SLAB_3322,2025-12-25 18:38:11.519918,26.45,66.17,0.395,1577.52,114.45
SLAB_3323,2025-12-25 23:30:58.519918,28.98,42.45,0.528,1572.64,119.36
SLAB_3324,2025-12-26 02:10:12.519918,31.96,93.38,0.428,1569.99,153.94
SLAB_3325,2025-12-26 09:39:38.519918,37.4,79.38,0.465,1562.5,204.59
SLAB_3326,2025-12-26 10:26:49.519918,35.9,57.78,0.516,1561.71,178.03
SLAB_3327,2025-12-26 11:55:11.519918,27.51,57.53,0.388,1560.24,122.75
SLAB_3328,2025-12-26 12:22:26.519918,30.79,64.67,0.507,1559.78,148.0
SLAB_3329,2025-12-26 15:59:06.519918,29.78,74.44,0.469,1556.17,132.65
SLAB_3330,2025-12-26 16:54:09.519918,29.27,48.05,0.529,1555.26,127.4
SLAB_3331,2025-12-26 18:03:51.519918,33.22,50.39,0.384,1554.09,158.95
SLAB_3332,2025-12-26 21:46:04.519918,39.08,87.27,0.434,1550.39,222.65
SLAB_3333,2025-12-26 21:55:48.519918,29.35,54.09,0.517,1550.23,129.24
SLAB_3334,2025-12-27 03:38:58.519918,32.33,60.91,0.354,1544.51,169.26
SLAB_3335,2025-12-27 07:37:31.519918,32.82,87.92,0.372,1540.53,167.89
SLAB_3336,2025-12-27 18:15:18.519918,44.53,76.47,0.548,1529.9,266.66
SLAB_3337,2025-12-27 19:16:19.519918,44.09,58.79,0.406,1528.89,280.57
SLAB_3338,2025-12-27 20:21:59.519918,41.0,77.6,0.545,1527.79,227.43
SLAB_3339,2025-12-27 23:08:28.519918,29.83,41.08,0.387,1525.02,133.66
SLAB_3340,2025-12-28 03:46:52.519918,26.36,80.46,0.422,1520.38,118.97
SLAB_3341,2025-12-28 03:56:57.519918,31.34,66.79,0.501,1520.21,139.62
SLAB_3342,2025-12-28 06:41:53.519918,30.34,84.73,0.482,1517.46,141.81
SLAB_3343,2025-12-28 08:33:48.519918,35.12,92.51,0.466,1515.6,186.66
SLAB_3344,2025-12-28 09:12:59.519918,40.55,90.92,0.456,1514.94,240.68
SLAB_3345,2025-12-28 10:23:13.519918,42.17,90.01,0.519,1513.77,243.24
SLAB_3346,2025-12-28 11:17:51.519918,41.9,68.17,0.397,1512.86,271.42
SLAB_3347,2025-12-28 11:20:40.519918,32.19,59.81,0.438,1512.81,153.18
SLAB_3348,2025-12-28 13:46:53.519918,38.74,65.58,0.381,1510.38,228.84
SLAB_3349,2025-12-28 21:30:08.519918,31.26,77.94,0.469,1502.66,146.37
SLAB_3350,2025-12-28 23:25:57.519918,26.22,88.62,0.4,1500.73,118.46
SLAB_3351,2025-12-29 00:32:01.519918,39.03,51.38,0.417,1499.63,216.69
SLAB_3352,2025-12-29 04:57:47.519918,25.2,90.5,0.444,1495.2,108.88
SLAB_3353,2025-12-29 06:49:26.519918,33.18,84.83,0.355,1493.34,165.28
SLAB_3354,2025-12-29 12:43:32.519918,31.59,93.84,0.368,1487.43,158.31
SLAB_3355,2025-12-29 15:35:11.519918,38.87,88.41,0.487,1484.57,228.45
SLAB_3356,2025-12-29 22:28:09.519918,40.32,55.4,0.436,1477.69,237.19
SLAB_3357,2025-12-29 22:56:43.519918,31.08,45.83,0.523,1477.21,134.52
SLAB_3358,2025-12-29 23:45:42.519918,41.23,46.17,0.489,1476.4,237.85
SLAB_3359,2025-12-30 02:45:19.519918,30.88,56.02,0.352,1473.4,155.46
SLAB_3360,2025-12-30 06:25:07.519918,33.93,73.78,0.473,1469.74,173.26
SLAB_3361,2025-12-30 09:37:44.519918,39.54,84.24,0.369,1466.53,229.09
SLAB_3362,2025-12-30 09:40:01.519918,38.86,89.46,0.506,1466.49,226.37
SLAB_3363,2025-12-30 11:29:09.519918,44.75,74.31,0.548,1464.67,275.45
SLAB_3364,2025-12-30 12:44:00.519918,29.5,40.31,0.456,1463.43,130.53
SLAB_3365,2025-12-30 16:16:29.519918,38.25,50.25,0.487,1459.88,205.18
SLAB_3366,2025-12-30 18:53:10.519918,37.19,45.48,0.397,1457.27,207.3
SLAB_3367,2025-12-30 19:46:35.519918,43.3,59.98,0.438,1456.38,281.73
SLAB_3368,2025-12-30 20:59:21.519918,28.13,67.57,0.521,1455.17,127.66
SLAB_3369,2025-12-30 22:00:44.519918,40.04,42.39,0.383,1454.15,219.69
SLAB_3370,2025-12-30 22:14:30.519918,36.37,59.17,0.403,1453.92,202.83
SLAB_3371,2025-12-31 01:18:03.519918,30.49,49.85,0.439,1450.86,134.29
SLAB_3372,2025-12-31 05:42:04.519918,34.49,75.59,0.492,1446.46,169.71
SLAB_3373,2025-12-31 07:47:15.519918,31.68,65.53,0.425,1444.37,153.14
SLAB_3374,2025-12-31 08:04:15.519918,36.59,67.24,0.536,1444.09,187.77
SLAB_3375,2025-12-31 11:59:30.519918,42.78,63.52,0.369,1440.17,274.7
SLAB_3376,2025-12-31 13:19:58.519918,36.39,92.58,0.424,1438.83,199.81
SLAB_3377,2025-12-31 13:44:58.519918,37.63,51.81,0.492,1438.41,207.06
SLAB_3378,2025-12-31 15:49:42.519918,35.37,68.42,0.395,1436.33,182.75
SLAB_3379,2025-12-31 17:58:10.519918,26.02,80.48,0.481,1434.19,110.19
SLAB_3380,2025-12-31 18:50:05.519918,29.66,70.63,0.383,1433.32,146.73
SLAB_3381,2025-12-31 19:40:57.519918,34.84,91.1,0.361,1432.48,181.66
SLAB_3382,2025-12-31 22:31:56.519918,31.2,60.79,0.374,1429.63,153.22
SLAB_3383,2025-12-31 23:23:23.519918,28.64,65.5,0.536,1428.77,126.97
SLAB_3384,2025-12-31 23:29:08.519918,35.08,44.87,0.46,1428.67,175.55
SLAB_3385,2026-01-01 00:08:52.519918,31.46,73.49,0.509,1428.01,150.25
SLAB_3386,2026-01-01 01:46:38.519918,30.16,55.85,0.417,1426.38,135.75
SLAB_3387,2026-01-01 03:58:47.519918,34.28,48.82,0.469,1424.18,174.57
SLAB_3388,2026-01-01 04:23:41.519918,27.67,69.95,0.449,1423.76,118.86
SLAB_3389,2026-01-01 06:27:54.519918,43.55,69.28,0.539,1421.69,262.38
SLAB_3390,2026-01-01 10:03:56.519918,42.35,44.17,0.5,1418.09,236.76
SLAB_3391,2026-01-01 12:45:28.519918,39.15,78.4,0.496,1415.4,220.83
SLAB_3392,2026-01-01 15:55:21.519918,27.12,74.31,0.359,1412.24,126.94
SLAB_3393,2026-01-01 17:20:06.519918,40.52,50.4,0.46,1410.82,241.6
SLAB_3394,2026-01-01 18:28:18.519918,41.16,65.82,0.443,1409.69,250.31
SLAB_3395,2026-01-01 21:18:03.519918,40.36,79.62,0.536,1406.86,230.76
SLAB_3396,2026-01-01 21:23:10.519918,27.28,69.12,0.401,1406.77,128.35
SLAB_3397,2026-01-01 23:02:12.519918,37.88,61.75,0.404,1405.12,209.97
SLAB_3398,2026-01-02 00:33:07.519918,41.69,57.73,0.432,1403.61,251.25
SLAB_3399,2026-01-02 06:01:57.519918,36.55,73.57,0.399,1398.13,201.78
SLAB_3400,2026-01-02 10:22:40.519918,37.93,91.65,0.376,1393.78,218.34
SLAB_3401,2026-01-02 13:35:29.519918,34.17,76.95,0.521,1390.57,174.94
SLAB_3402,2026-01-02 15:14:29.519918,35.57,44.11,0.462,1388.92,173.97
SLAB_3403,2026-01-02 16:29:28.519918,25.69,65.34,0.522,1387.67,107.72
SLAB_3404,2026-01-02 17:30:42.519918,37.78,89.0,0.516,1386.65,210.6
SLAB_3405,2026-01-02 18:53:10.519918,26.63,45.2,0.406,1385.27,120.19
SLAB_3406,2026-01-02 19:50:48.519918,33.7,94.39,0.46,1384.31,179.22
SLAB_3407,2026-01-02 21:12:14.519918,30.85,92.2,0.367,1382.96,154.52
SLAB_3408,2026-01-03 04:03:23.519918,35.91,44.31,0.533,1376.1,180.04
SLAB_3409,2026-01-03 04:17:53.519918,27.67,91.34,0.431,1375.86,125.76
SLAB_3410,2026-01-03 15:07:57.519918,38.83,59.97,0.429,1365.03,217.3
SLAB_3411,2026-01-03 21:47:11.519918,40.9,86.46,0.411,1358.37,260.27
SLAB_3412,2026-01-03 22:47:00.519918,28.27,63.01,0.442,1357.38,132.15
SLAB_3413,2026-01-04 01:19:41.519918,27.09,64.25,0.4,1354.83,125.97
SLAB_3414,2026-01-04 01:28:09.519918,27.91,74.88,0.425,1354.69,122.22
SLAB_3415,2026-01-04 03:21:07.519918,42.54,82.6,0.51,1352.81,268.16
SLAB_3416,2026-01-04 03:35:38.519918,35.56,41.86,0.517,1352.56,182.97
SLAB_3417,2026-01-04 08:21:23.519918,34.35,72.62,0.411,1347.8,175.29
SLAB_3418,2026-01-04 08:39:19.519918,27.13,50.27,0.444,1347.5,117.78
SLAB_3419,2026-01-04 11:53:30.519918,37.99,59.03,0.525,1344.27,206.5
SLAB_3420,2026-01-04 14:03:17.519918,42.36,59.14,0.361,1342.1,267.68
SLAB_3421,2026-01-04 19:03:33.519918,41.56,65.8,0.528,1337.1,252.81
SLAB_3422,2026-01-04 20:54:55.519918,37.52,58.38,0.394,1335.24,205.89
SLAB_3423,2026-01-04 21:24:26.519918,26.51,45.9,0.486,1334.75,113.6
SLAB_3424,2026-01-04 21:54:03.519918,27.25,48.01,0.467,1334.26,120.31
SLAB_3425,2026-01-04 22:03:54.519918,25.99,41.84,0.461,1334.09,108.71
SLAB_3426,2026-01-04 22:46:42.519918,30.15,65.86,0.522,1333.38,140.71
SLAB_3427,2026-01-04 23:19:07.519918,27.71,92.49,0.37,1332.84,131.33
SLAB_3428,2026-01-05 02:33:09.519918,30.2,46.36,0.419,1329.61,137.77
SLAB_3429,2026-01-05 02:46:34.519918,32.7,92.04,0.458,1329.38,157.28
SLAB_3430,2026-01-05 08:05:42.519918,43.86,80.33,0.512,1324.06,272.17
SLAB_3431,2026-01-05 10:22:30.519918,37.21,75.06,0.393,1321.78,212.21
SLAB_3432,2026-01-05 10:25:31.519918,41.7,75.49,0.511,1321.73,257.18
SLAB_3433,2026-01-05 10:40:14.519918,39.21,85.47,0.43,1321.49,222.47
SLAB_3434,2026-01-05 10:48:41.519918,27.25,45.88,0.388,1321.35,118.67
SLAB_3435,2026-01-05 11:40:45.519918,39.72,67.76,0.502,1320.48,215.24
SLAB_3436,2026-01-05 13:45:07.519918,30.5,78.34,0.368,1318.41,152.13
SLAB_3437,2026-01-05 14:09:07.519918,37.78,72.28,0.453,1318.01,217.22
SLAB_3438,2026-01-05 15:24:05.519918,31.82,85.8,0.363,1316.76,163.76
SLAB_3439,2026-01-05 15:37:44.519918,44.95,43.97,0.421,1316.53,292.43
SLAB_3440,2026-01-05 18:28:36.519918,30.27,77.99,0.47,1313.68,142.21
SLAB_3441,2026-01-05 18:34:05.519918,30.58,69.37,0.461,1313.59,137.09
SLAB_3442,2026-01-05 22:35:39.519918,43.61,60.85,0.431,1309.56,281.46
SLAB_3443,2026-01-06 04:58:03.519918,25.49,58.72,0.436,1303.19,110.12
SLAB_3444,2026-01-06 05:15:44.519918,38.93,74.15,0.395,1302.9,229.15
SLAB_3445,2026-01-06 07:41:08.519918,39.51,89.0,0.441,1300.47,240.57
SLAB_3446,2026-01-06 08:42:04.519918,41.73,67.29,0.541,1299.46,248.84
SLAB_3447,2026-01-06 08:52:19.519918,44.49,85.36,0.52,1299.29,292.1
SLAB_3448,2026-01-06 10:18:16.519918,44.51,62.12,0.379,1297.85,306.28
SLAB_3449,2026-01-06 11:21:03.519918,26.31,45.63,0.356,1296.81,121.62
SLAB_3450,2026-01-06 13:01:28.519918,41.44,43.38,0.537,1295.13,234.66
SLAB_3451,2026-01-06 22:11:23.519918,37.93,42.82,0.455,1285.97,194.4
SLAB_3452,2026-01-06 22:18:09.519918,37.95,60.91,0.458,1285.86,205.57
SLAB_3453,2026-01-06 23:50:17.519918,27.57,58.55,0.506,1284.32,121.77
SLAB_3454,2026-01-07 01:22:02.519918,38.0,79.49,0.413,1282.79,204.9
SLAB_3455,2026-01-07 05:12:58.519918,44.65,80.86,0.446,1278.94,280.57
SLAB_3456,2026-01-07 06:28:01.519918,43.24,42.8,0.544,1277.69,242.08
SLAB_3457,2026-01-07 07:16:51.519918,33.78,52.16,0.484,1276.88,167.74
SLAB_3458,2026-01-07 10:38:32.519918,25.8,55.08,0.381,1273.52,112.88
SLAB_3459,2026-01-07 15:42:16.519918,32.25,70.12,0.377,1268.45,159.3
SLAB_3460,2026-01-07 16:46:46.519918,41.53,47.95,0.391,1267.38,239.47
SLAB_3461,2026-01-07 23:13:31.519918,39.03,47.37,0.503,1260.93,215.52
SLAB_3462,2026-01-08 02:43:16.519918,34.19,91.91,0.409,1257.44,176.9
SLAB_3463,2026-01-08 10:10:26.519918,26.1,84.23,0.354,1249.98,116.87
SLAB_3464,2026-01-08 14:17:53.519918,33.54,49.94,0.539,1245.86,160.4
SLAB_3465,2026-01-08 18:18:08.519918,34.38,62.36,0.384,1241.86,179.08
SLAB_3466,2026-01-08 20:45:23.519918,43.57,59.56,0.352,1239.4,279.23
SLAB_3467,2026-01-09 01:13:17.519918,37.82,83.51,0.397,1234.94,218.43
SLAB_3468,2026-01-09 03:15:56.519918,31.23,68.06,0.397,1232.89,148.11
SLAB_3469,2026-01-09 10:01:45.519918,35.51,47.03,0.434,1226.13,186.94
SLAB_3470,2026-01-09 12:49:53.519918,26.32,80.64,0.534,1223.33,109.11
SLAB_3471,2026-01-09 13:28:57.519918,44.45,61.83,0.526,1222.68,266.46
SLAB_3472,2026-01-09 17:44:07.519918,32.2,54.46,0.441,1218.42,158.58
SLAB_3473,2026-01-09 18:19:13.519918,34.56,60.65,0.432,1217.84,179.49
SLAB_3474,2026-01-09 18:49:11.519918,32.11,67.38,0.461,1217.34,149.51
SLAB_3475,2026-01-09 19:44:39.519918,38.65,58.87,0.399,1216.41,210.04
SLAB_3476,2026-01-09 21:43:13.519918,38.24,53.3,0.36,1214.44,223.41
SLAB_3477,2026-01-09 21:51:07.519918,39.31,61.92,0.538,1214.31,219.87
SLAB_3478,2026-01-09 23:22:44.519918,30.36,41.05,0.387,1212.78,138.74
SLAB_3479,2026-01-10 02:14:40.519918,31.31,82.49,0.39,1209.91,157.5
SLAB_3480,2026-01-10 02:51:52.519918,27.51,49.4,0.444,1209.29,115.25
SLAB_3481,2026-01-10 06:24:10.519918,38.11,42.41,0.448,1205.76,204.8
SLAB_3482,2026-01-10 07:38:17.519918,25.8,75.95,0.354,1204.52,111.09
SLAB_3483,2026-01-10 10:15:34.519918,36.95,82.57,0.38,1201.9,205.29
SLAB_3484,2026-01-10 11:48:07.519918,42.39,84.76,0.426,1200.36,255.46
SLAB_3485,2026-01-10 14:34:08.519918,42.82,67.14,0.487,1197.59,260.01
SLAB_3486,2026-01-10 19:10:02.519918,33.98,51.3,0.396,1192.99,170.18
SLAB_3487,2026-01-11 00:09:29.519918,34.19,80.55,0.435,1188.0,175.14
SLAB_3488,2026-01-11 00:45:01.519918,26.54,78.48,0.461,1187.41,111.29
SLAB_3489,2026-01-11 03:17:59.519918,38.42,53.54,0.528,1184.86,200.88
SLAB_3490,2026-01-11 07:41:09.519918,41.43,89.69,0.415,1180.47,263.57
SLAB_3491,2026-01-11 11:46:55.519918,29.89,45.74,0.377,1176.38,137.25
SLAB_3492,2026-01-11 17:02:50.519918,33.43,94.05,0.448,1171.11,174.62
SLAB_3493,2026-01-12 00:13:12.519918,41.78,87.31,0.499,1163.94,248.71
SLAB_3494,2026-01-12 00:18:54.519918,42.54,77.83,0.372,1163.84,270.51
SLAB_3495,2026-01-12 01:05:47.519918,29.86,91.63,0.435,1163.06,143.43
SLAB_3496,2026-01-12 03:06:57.519918,36.01,79.73,0.354,1161.04,208.44
SLAB_3497,2026-01-12 05:23:27.519918,28.85,50.48,0.357,1158.77,128.2
SLAB_3498,2026-01-12 06:04:00.519918,27.04,64.32,0.447,1158.09,113.09
SLAB_3499,2026-01-12 07:45:44.519918,43.22,43.93,0.41,1156.4,270.22
SLAB_3500,2026-01-12 08:22:49.519918,41.41,61.43,0.519,1155.78,249.57
SLAB_3501,2026-01-12 10:08:01.519918,40.2,80.79,0.47,1154.03,245.97
SLAB_3502,2026-01-12 11:39:48.519918,25.98,61.25,0.441,1152.5,111.78
SLAB_3503,2026-01-12 12:46:34.519918,41.87,58.17,0.432,1151.38,251.4
SLAB_3504,2026-01-12 17:14:37.519918,33.76,72.74,0.449,1146.92,172.34
SLAB_3505,2026-01-12 18:30:50.519918,31.85,87.97,0.358,1145.64,163.31
SLAB_3506,2026-01-12 20:25:24.519918,35.93,42.62,0.529,1143.74,180.06
SLAB_3507,2026-01-12 20:56:50.519918,26.83,61.2,0.55,1143.21,116.32
SLAB_3508,2026-01-12 22:22:52.519918,40.13,48.7,0.386,1141.78,239.28
SLAB_3509,2026-01-12 22:48:02.519918,36.65,78.24,0.374,1141.36,203.85
SLAB_3510,2026-01-12 23:18:05.519918,28.73,45.81,0.379,1140.86,130.23
SLAB_3511,2026-01-13 00:41:51.519918,28.76,76.56,0.482,1139.46,131.68
SLAB_3512,2026-01-13 00:43:01.519918,28.68,55.74,0.482,1139.44,125.87
SLAB_3513,2026-01-13 02:45:00.519918,26.14,50.94,0.52,1137.41,107.71
SLAB_3514,2026-01-13 04:16:56.519918,36.76,91.5,0.5,1135.88,187.99
SLAB_3515,2026-01-13 04:20:26.519918,41.81,41.02,0.44,1135.82,237.81
SLAB_3516,2026-01-13 05:04:25.519918,25.35,64.08,0.473,1135.09,107.07
SLAB_3517,2026-01-13 05:38:19.519918,25.98,41.19,0.488,1134.52,110.94
SLAB_3518,2026-01-13 06:06:59.519918,36.46,66.6,0.453,1134.04,188.9
SLAB_3519,2026-01-13 07:01:06.519918,41.39,67.56,0.445,1133.14,248.07
SLAB_3520,2026-01-13 08:02:20.519918,31.53,57.69,0.479,1132.12,144.98
SLAB_3521,2026-01-13 12:03:05.519918,31.99,47.27,0.461,1128.11,144.2
SLAB_3522,2026-01-13 13:29:37.519918,36.93,60.7,0.479,1126.67,203.36
SLAB_3523,2026-01-13 15:50:17.519918,30.48,76.97,0.473,1124.32,147.81
SLAB_3524,2026-01-13 18:40:07.519918,25.53,83.03,0.494,1121.49,104.92
SLAB_3525,2026-01-13 22:29:38.519918,39.7,69.19,0.479,1117.66,230.21
SLAB_3526,2026-01-13 23:15:12.519918,37.51,72.44,0.454,1116.91,201.73
SLAB_3527,2026-01-13 23:39:26.519918,36.62,51.03,0.486,1116.5,198.18
SLAB_3528,2026-01-14 01:04:30.519918,39.83,55.8,0.44,1115.08,222.46
SLAB_3529,2026-01-14 03:46:36.519918,38.5,48.9,0.398,1112.38,208.91
SLAB_3530,2026-01-14 06:57:50.519918,29.12,53.71,0.35,1109.2,137.07
SLAB_3531,2026-01-14 07:44:33.519918,32.05,52.37,0.462,1108.42,156.47
SLAB_3532,2026-01-14 08:15:28.519918,27.52,68.57,0.468,1107.9,117.51
SLAB_3533,2026-01-14 10:04:34.519918,27.6,70.95,0.544,1106.08,120.79
SLAB_3534,2026-01-14 13:05:01.519918,38.52,91.97,0.422,1103.08,213.01
SLAB_3535,2026-01-14 13:56:23.519918,42.17,50.76,0.429,1102.22,264.72
SLAB_3536,2026-01-14 17:21:08.519918,44.25,75.29,0.39,1098.81,280.69
SLAB_3537,2026-01-14 17:49:38.519918,37.57,84.95,0.364,1098.33,224.84
SLAB_3538,2026-01-14 19:59:26.519918,28.68,70.81,0.505,1096.17,127.23
SLAB_3539,2026-01-15 06:52:36.519918,27.11,54.03,0.4,1085.28,119.4
SLAB_3540,2026-01-15 13:02:43.519918,41.26,54.44,0.472,1079.11,251.16
SLAB_3541,2026-01-15 14:12:45.519918,36.58,42.16,0.488,1077.95,195.67
SLAB_3542,2026-01-15 14:45:14.519918,37.37,56.8,0.444,1077.4,203.72
SLAB_3543,2026-01-15 18:24:15.519918,40.63,80.95,0.525,1073.75,225.49
SLAB_3544,2026-01-15 19:37:55.519918,39.07,42.61,0.439,1072.53,215.59
SLAB_3545,2026-01-15 22:41:43.519918,41.69,52.06,0.407,1069.46,251.5
SLAB_3546,2026-01-16 00:46:12.519918,26.12,78.84,0.529,1067.39,111.13
SLAB_3547,2026-01-16 01:27:10.519918,39.95,83.05,0.522,1066.71,228.93
SLAB_3548,2026-01-16 01:29:35.519918,42.02,65.04,0.383,1066.67,248.41
SLAB_3549,2026-01-16 04:13:50.519918,30.72,78.39,0.355,1063.93,155.02
SLAB_3550,2026-01-16 05:16:24.519918,37.81,61.34,0.368,1062.89,217.2
SLAB_3551,2026-01-16 07:55:10.519918,31.28,48.8,0.407,1060.24,142.48
SLAB_3552,2026-01-16 09:29:00.519918,44.16,61.9,0.544,1058.68,271.93
SLAB_3553,2026-01-16 12:52:41.519918,25.67,71.9,0.462,1055.28,111.22
SLAB_3554,2026-01-16 14:44:11.519918,36.6,92.14,0.425,1053.42,205.9
SLAB_3555,2026-01-16 17:10:40.519918,28.33,43.78,0.528,1050.98,115.23
SLAB_3556,2026-01-16 18:50:27.519918,39.24,67.91,0.441,1049.32,226.14
SLAB_3557,2026-01-16 20:01:10.519918,28.52,58.09,0.413,1048.14,126.38
SLAB_3558,2026-01-16 23:55:06.519918,29.71,67.96,0.538,1044.24,132.27
SLAB_3559,2026-01-17 01:04:31.519918,34.89,41.32,0.52,1043.08,173.53
SLAB_3560,2026-01-17 01:48:19.519918,43.3,57.22,0.519,1042.35,265.83
SLAB_3561,2026-01-17 03:30:32.519918,29.23,85.09,0.452,1040.65,130.79
SLAB_3562,2026-01-17 07:04:50.519918,27.88,70.47,0.508,1037.08,122.98
SLAB_3563,2026-01-17 07:35:05.519918,40.18,64.78,0.386,1036.57,249.44
SLAB_3564,2026-01-17 09:14:45.519918,35.01,55.7,0.465,1034.91,170.57
SLAB_3565,2026-01-17 09:53:07.519918,43.24,56.39,0.547,1034.27,265.6
SLAB_3566,2026-01-17 10:31:39.519918,27.93,61.07,0.408,1033.63,128.48
SLAB_3567,2026-01-17 11:36:27.519918,37.92,85.96,0.509,1032.55,213.08
SLAB_3568,2026-01-17 18:48:48.519918,29.66,93.2,0.448,1025.35,137.41
